Brand,Year,Kilometers,Fuel,Transmission,Owner,Mileage,Engine,Power,Seats,Price
Mercedes-Benz,2010,107000,Diesel,Automatic,First,14.84,2143,170,5,11.99
Mercedes-Benz,2013,80578,Diesel,Automatic,Second,14.84,2143,170,5,14.5
Mercedes-Benz,2010,68782,Diesel,Automatic,First,14.84,2143,170,5,12.5
Mercedes-Benz,2012,38000,Diesel,Automatic,First,14.84,2143,170,5,13.51
Mercedes-Benz,2013,25000,Diesel,Automatic,Second,14.84,2143,167.62,5,21
Mercedes-Benz,2014,41000,Diesel,Automatic,First,14.84,2143,170,5,18.5
Mercedes-Benz,2012,22000,Diesel,Automatic,First,14.84,2143,170,5,14
Mercedes-Benz,2012,119000,Diesel,Automatic,First,14.84,2143,170,5,13.99
Mercedes-Benz,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,35
Mercedes-Benz,2011,42408,Diesel,Automatic,First,14.84,2143,170,5,10.48
Hyundai,2008,58005,Diesel,Manual,Second,14.9,1991,112.2,5,4.25
Audi,2010,30000,Diesel,Automatic,First,14.94,2967,241.4,5,9.8
Audi,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11
Mercedes-Benz,2012,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22
Audi,2015,35463,Diesel,Automatic,First,14.94,2967,241.4,5,25.02
Mercedes-Benz,2011,57000,Diesel,Automatic,Second,14.94,2143,204,5,17.25
Audi,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,24.5
Mercedes-Benz,2012,65000,Diesel,Automatic,First,14.94,2143,204,5,16
Mahindra,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7,6.15
Mahindra,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,5
Mahindra,2016,150000,Diesel,Manual,First,14.95,2489,93.7,9,4.5
Mahindra,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85
Mahindra,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,6.8
Mahindra,2016,132000,Diesel,Manual,First,14.95,2489,93.7,7,5.5
Mercedes-Benz,2014,53753,Diesel,Automatic,Second,15,2143,107.3,5,16.75
Hyundai,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,5.96
Volkswagen,2012,58006,Diesel,Manual,First,15,1896,105,5,6.7
Mercedes-Benz,2017,33900,Diesel,Automatic,First,15,2143,204,5,37
Maruti,2017,32000,Diesel,Manual,First,15,1248,88.5,5,8.5
Mercedes-Benz,2017,43368,Diesel,Automatic,First,15,2143,204,5,31.94
Maruti,2007,76000,Petrol,Manual,Second,15,1586,104.68,5,2.15
Maruti,2007,62493,Petrol,Manual,First,15,1586,104.68,5,1.8
Hyundai,2009,72000,Petrol,Automatic,Third,15,1396,100,5,3.25
Mercedes-Benz,2001,121000,Diesel,Manual,First,15,2148,null,5,5
Maruti,2008,62000,Petrol,Manual,Second,15,1586,104.68,5,2.11
Volkswagen,2012,55000,Diesel,Manual,First,15,1896,105,5,9.5
Mercedes-Benz,2017,43812,Diesel,Automatic,First,15,2143,107.3,5,20.28
Mercedes-Benz,2016,39500,Diesel,Automatic,First,15,2143,204,5,29.5
Mercedes-Benz,2014,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25
Hyundai,2013,72000,Petrol,Automatic,First,15,1396,98.6,5,4.75
Hyundai,2012,58000,Petrol,Automatic,Second,15,1396,98.6,5,4.4
Hyundai,2012,56200,Petrol,Automatic,First,15,1396,98.6,5,3.85
Mercedes-Benz,2017,48161,Diesel,Automatic,First,15,2143,107.3,5,20.87
Mercedes-Benz,2017,43477,Diesel,Automatic,First,15,2143,204,5,38.15
Volkswagen,2009,60000,Diesel,Manual,First,15,1896,105,5,4
Maruti,2009,63274,Petrol,Manual,Second,15,1586,104.68,5,1.99
Maruti,1998,104000,Petrol,Manual,Second,15,970,null,5,0.85
Mercedes-Benz,2011,78000,Diesel,Manual,Second,15,2148,null,5,14.5
Mercedes-Benz,2016,36610,Diesel,Automatic,First,15,2143,107.3,5,19.9
Volkswagen,2013,68008,Diesel,Manual,Second,15,1896,105,5,6.75
Volkswagen,2009,85000,Diesel,Manual,Second,15,1896,105,5,3.5
Hyundai,2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,3.75
Maruti,2007,68553,Petrol,Manual,Second,15,1586,104.68,5,1.5
Mercedes-Benz,2018,41467,Diesel,Automatic,First,15,2143,204,5,37.98
Volkswagen,2015,39000,Petrol,Manual,First,15.04,1598,103.2,5,3.99
Volkswagen,2012,121377,Petrol,Manual,First,15.04,1598,103.6,5,3.8
Volkswagen,2012,67200,Petrol,Manual,First,15.04,1598,103.6,5,3.9
Volkswagen,2011,58000,Petrol,Manual,First,15.04,1598,103.6,5,3
Volkswagen,2013,57197,Petrol,Manual,First,15.04,1598,103.6,5,4
Volkswagen,2012,52000,Petrol,Manual,First,15.04,1598,103.6,5,5.45
Volkswagen,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,6.2
Volkswagen,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49
Volkswagen,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5,5.55
Volkswagen,2011,57328,Petrol,Manual,First,15.04,1598,103.6,5,3.39
Volkswagen,2014,46000,Petrol,Manual,First,15.04,1598,103.2,5,4.45
Mercedes-Benz,2016,25000,Petrol,Automatic,First,15.04,1991,183,5,26
Volkswagen,2015,70623,Petrol,Manual,First,15.04,1598,103.6,5,3.99
Mercedes-Benz,2017,24733,Petrol,Automatic,First,15.04,1991,183,5,27.15
Volkswagen,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,3.33
Volkswagen,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5,4.8
Volkswagen,2013,65000,Petrol,Manual,Second,15.04,1598,103.6,5,4.5
Mercedes-Benz,2016,40000,Petrol,Automatic,First,15.04,1991,183,5,24.5
Volkswagen,2014,45000,Petrol,Manual,First,15.04,1598,103.6,5,4.8
Volkswagen,2011,66000,Petrol,Manual,Second,15.04,1598,103.6,5,4.25
Volkswagen,2014,56058,Petrol,Manual,First,15.04,1598,103.2,5,4.95
Volkswagen,2011,66000,Petrol,Manual,First,15.04,1598,103.6,5,2.95
Volkswagen,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3.35
Volkswagen,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,4.25
Volkswagen,2013,49106,Petrol,Manual,First,15.04,1598,103.2,5,4.4
Volkswagen,2015,57026,Petrol,Manual,First,15.04,1598,103.6,5,5.54
BMW,2012,15200,Diesel,Automatic,First,15.06,1995,177,5,13.5
BMW,2011,102000,Diesel,Automatic,First,15.06,1995,177,5,13.75
BMW,2012,65148,Diesel,Automatic,First,15.06,1995,177,5,12.75
BMW,2014,54385,Diesel,Automatic,Second,15.06,1995,177,5,17
BMW,2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,10
Mahindra,2015,55729,Diesel,Manual,First,15.1,2179,140,7,9.65
Mahindra,2014,58000,Diesel,Manual,First,15.1,2179,140,7,8.1
Maruti,2017,38053,Petrol,Manual,First,15.1,1196,73,5,3.91
Mahindra,2012,32792,Diesel,Manual,First,15.1,2179,140,7,7.9
Maruti,2017,31841,CNG,Manual,First,15.1,1196,73,5,4.7
Mahindra,2012,80000,Diesel,Manual,First,15.1,2179,140,7,6.5
Mahindra,2012,72450,Diesel,Manual,First,15.1,2179,140,7,8.1
Mahindra,2015,72007,Diesel,Manual,First,15.1,2179,140,7,9.9
Mahindra,2011,66000,Diesel,Manual,First,15.1,2179,140,7,5.5
Maruti,2012,56661,Petrol,Manual,First,15.1,1196,73,7,3.61
Mahindra,2014,80000,Diesel,Manual,First,15.1,2179,140,7,9.4
Mahindra,2013,116694,Diesel,Manual,First,15.1,2179,140,7,9.57
Maruti,2015,90413,Petrol,Manual,First,15.1,1196,73,7,2.95
Maruti,2018,20000,CNG,Manual,First,15.1,1196,73,5,4.5
Mahindra,2016,62946,Diesel,Manual,First,15.1,2179,140,7,11.05
Mahindra,2012,75000,Diesel,Manual,Second,15.1,2179,140,7,6.25
Maruti,2017,28371,Petrol,Manual,First,15.1,1196,73,7,4.74
Mahindra,2014,70963,Diesel,Manual,First,15.1,2179,140,7,7.83
Mahindra,2013,87284,Diesel,Manual,First,15.1,2179,140,7,7.8
Maruti,2014,34669,Petrol,Manual,First,15.1,1196,73,7,2.9
Mahindra,2014,81000,Diesel,Manual,First,15.1,2179,140,7,9
Maruti,2013,54885,Petrol,Manual,First,15.1,1196,73,7,3.75
Mahindra,2014,70669,Diesel,Manual,First,15.1,2179,140,7,9
Mahindra,2016,41840,Diesel,Manual,First,15.1,2179,140,7,13.52
Mahindra,2014,49663,Diesel,Manual,First,15.1,2179,140,7,8.42
Mahindra,2014,67000,Diesel,Manual,Second,15.1,2179,140,7,7.2
Mahindra,2014,55000,Diesel,Manual,First,15.1,2179,140,7,9.8
Mahindra,2015,36096,Diesel,Manual,First,15.1,2179,140,7,8.85
Maruti,2011,45000,Petrol,Manual,First,15.1,1196,73,7,2.25
Mahindra,2013,73648,Diesel,Manual,First,15.1,2179,140,7,7.31
Mahindra,2015,36836,Diesel,Manual,First,15.1,2179,140,7,12.49
Mahindra,2015,59182,Diesel,Manual,First,15.1,2179,140,7,9.46
Mahindra,2016,59711,Diesel,Manual,First,15.1,2179,140,7,13.28
Mahindra,2015,113000,Diesel,Manual,First,15.1,2179,140,7,10.85
Mahindra,2013,78000,Diesel,Manual,First,15.1,2179,140,7,10.75
Mahindra,2015,42999,Diesel,Manual,First,15.1,2179,140,7,11.52
Mahindra,2014,63288,Diesel,Manual,First,15.1,2179,140,7,7.77
Mahindra,2015,84725,Diesel,Manual,First,15.1,2179,140,7,11.6
Maruti,2013,52000,CNG,Manual,Second,15.1,1196,73,5,2.6
Maruti,2016,42225,Petrol,Manual,First,15.1,1196,73,7,4.3
Mahindra,2015,65100,Diesel,Manual,First,15.1,2179,140,7,8.36
Mahindra,2013,87736,Diesel,Manual,First,15.1,2179,140,7,7.02
Mahindra,2014,86000,Diesel,Manual,First,15.1,2179,140,7,7.85
Mahindra,2014,31000,Diesel,Manual,First,15.1,2179,140,7,9.5
Mahindra,2015,39335,Diesel,Manual,First,15.1,2179,140,7,12.63
Mahindra,2013,73314,Diesel,Manual,First,15.1,2179,140,7,6.6
Mahindra,2011,90000,Diesel,Manual,Second,15.1,2179,140,7,6.1
Mahindra,2016,120000,Diesel,Manual,First,15.1,2179,140,7,12
Mahindra,2012,123600,Diesel,Manual,First,15.1,2179,140,7,8.25
Mahindra,2013,55000,Diesel,Manual,First,15.1,2179,140,7,8.5
Maruti,2017,22874,Petrol,Manual,First,15.1,1196,73,5,4.44
Mahindra,2014,45600,Diesel,Manual,First,15.1,2179,140,7,8.25
Maruti,2016,55000,Petrol,Manual,First,15.1,1196,73,7,3.75
Mahindra,2012,95000,Diesel,Manual,First,15.1,2179,140,7,7.21
Maruti,2019,21112,CNG,Manual,First,15.1,1196,73,5,5.38
Mahindra,2012,110000,Diesel,Manual,First,15.1,2179,140,7,7.2
Mahindra,2012,47629,Diesel,Manual,First,15.1,2179,140,7,6.5
Mahindra,2015,37000,Diesel,Manual,First,15.1,2179,140,7,9.3
Mahindra,2014,86091,Diesel,Manual,First,15.1,2179,140,7,10.09
Maruti,2018,43912,CNG,Manual,First,15.1,1196,73,5,4.33
Mahindra,2014,74345,Diesel,Manual,First,15.1,2179,140,7,8
Mahindra,2014,62000,Diesel,Manual,First,15.1,2179,140,7,7.25
Mahindra,2014,58000,Diesel,Manual,First,15.1,2179,140,7,7.5
Mahindra,2012,48000,Diesel,Manual,First,15.1,2179,140,7,6.5
Mahindra,2013,140000,Diesel,Manual,Second,15.1,2179,140,7,9
Maruti,2014,34670,Petrol,Manual,First,15.1,1196,73,7,2.9
Mahindra,2012,82103,Diesel,Manual,First,15.1,2179,140,7,6.2
Maruti,2016,126000,Petrol,Manual,First,15.1,1196,73,7,2.2
Mahindra,2013,52910,Diesel,Manual,Second,15.1,2179,140,7,9.5
Volkswagen,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5,4.8
Audi,2016,86642,Diesel,Automatic,First,15.17,1968,181,5,20.37
Audi,2016,58661,Diesel,Automatic,First,15.17,1968,181,5,28.03
Audi,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,27.5
Audi,2013,40670,Diesel,Automatic,Second,15.2,1968,140.8,5,17.74
Audi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35
Audi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5
Audi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25
Audi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,16
Audi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.2
Audi,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5,9.75
Volkswagen,2010,62001,Petrol,Manual,First,15.26,1598,103.5,5,2.65
Audi,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5
Mercedes-Benz,2016,52000,Diesel,Automatic,First,15.26,2143,203.2,5,35
Mercedes-Benz,2016,23218,Diesel,Automatic,First,15.26,2143,203.2,5,45.61
Volkswagen,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29
Mercedes-Benz,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,27.75
Audi,2018,22000,Petrol,Automatic,First,15.26,1798,187.74,5,41.5
Volkswagen,2011,46000,Petrol,Manual,First,15.26,1598,103.5,5,2.35
Volkswagen,2013,56526,Petrol,Manual,First,15.26,1598,103.5,5,5.84
Mercedes-Benz,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5,45
Mercedes-Benz,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5,30
Mercedes-Benz,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,29.95
Hyundai,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5,8.15
Hyundai,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03
Hyundai,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,13.56
Hyundai,2016,47016,Petrol,Manual,First,15.29,1591,121.3,5,9.43
Hyundai,2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5,8.77
Hyundai,2017,26246,Petrol,Manual,First,15.29,1591,121.3,5,10.75
Hyundai,2016,68000,Petrol,Manual,First,15.29,1591,121.3,5,9.85
Hyundai,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,12.75
Hyundai,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,13.12
Hyundai,2017,36458,Petrol,Manual,First,15.29,1591,121.3,5,12.34
Hyundai,2017,15731,Petrol,Manual,First,15.29,1591,121.3,5,12.49
Hyundai,2016,26000,Petrol,Manual,First,15.29,1591,121.3,5,12.5
Hyundai,2015,48200,Petrol,Manual,First,15.29,1591,121.3,5,9
Hyundai,2015,26000,Petrol,Manual,First,15.29,1591,121.3,5,9.5
Hyundai,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5,11.5
Hyundai,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,11.94
Hyundai,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,12.53
BMW,2015,41000,Diesel,Automatic,First,15.3,2993,258,5,45
Ford,2009,80524,Petrol,Manual,Second,15.3,1596,null,5,2.5
BMW,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,21
Ford,2006,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37
BMW,2016,17738,Diesel,Automatic,First,15.3,2993,258,5,54.45
Hyundai,2006,44000,Petrol,Manual,Second,15.3,1341,83,5,1.75
Hyundai,2005,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45
Hyundai,2005,90000,Petrol,Manual,Second,15.3,1341,61,5,1.8
Hyundai,2006,63181,Petrol,Manual,First,15.3,1341,83,5,1.85
Ford,2008,94873,Petrol,Manual,Second,15.3,1596,101,5,1.85
Ford,2010,85000,Petrol,Manual,First,15.3,1596,101,5,1.46
Ford,2007,145277,Petrol,Manual,First,15.3,1596,101,5,1.65
Hyundai,2007,58307,Petrol,Manual,First,15.3,1341,83,5,1.95
Hyundai,2005,100000,Petrol,Manual,Second,15.3,1341,83,5,0.85
Hyundai,2007,66800,Petrol,Manual,First,15.3,1341,83,5,2.2
Mahindra,2016,56739,Diesel,Manual,First,15.4,1997,120,7,10.31
Mahindra,2017,28464,Diesel,Manual,First,15.4,2179,120,7,13.05
Honda,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,8.5
Mahindra,2017,30000,Diesel,Manual,First,15.4,1997,120,7,12.25
Mahindra,2015,35000,Diesel,Manual,Second,15.4,2179,120,7,8.5
Maruti,2005,92450,Petrol,Manual,First,15.4,1590,94,5,1.2
Maruti,2006,146000,Petrol,Manual,Second,15.4,1590,94,5,1.05
Mahindra,2018,37804,Diesel,Manual,First,15.4,2179,120,7,12.4
Mahindra,2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5
Mahindra,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5
Mahindra,2015,120000,Diesel,Manual,First,15.4,2179,120,7,12
Mahindra,2014,83128,Diesel,Manual,First,15.4,2179,120,7,7.45
Mahindra,2017,66988,Diesel,Automatic,First,15.4,2179,120,7,10
Mahindra,2014,87200,Diesel,Manual,First,15.4,2523,75,7,7.75
Honda,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7,8
Mahindra,2015,61000,Diesel,Manual,First,15.4,2179,120,8,9.5
Mahindra,2016,32000,Diesel,Manual,First,15.4,2179,120,7,9.75
Maruti,2006,70362,Petrol,Manual,Second,15.4,1590,null,5,1.81
Honda,2016,34004,Petrol,Manual,First,15.4,1497,117.3,7,8.02
Mahindra,2016,72118,Diesel,Manual,First,15.4,2179,120,8,10.23
Mahindra,2018,27395,Diesel,Manual,First,15.4,2179,120,7,14.19
Maruti,2006,155000,Petrol,Manual,Third,15.4,1590,94,5,0.85
Mahindra,2017,26741,Diesel,Manual,First,15.4,1997,120,7,10.08
Maruti,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15
Volkswagen,2009,100970,Diesel,Automatic,First,15.5,1896,105,5,4
Volkswagen,2014,64889,Diesel,Automatic,First,15.5,1896,105,5,11.5
Mercedes-Benz,2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5,16
Volkswagen,2009,74000,Diesel,Automatic,First,15.5,1896,105,5,5.25
Mercedes-Benz,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25
Maruti,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12
Honda,2014,19000,Petrol,Automatic,First,15.5,1198,86.7,5,4.75
Honda,2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5,5.4
Honda,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34
Maruti,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4
Honda,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,6.25
Maruti,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5,2.45
Honda,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,4.45
Maruti,2012,51800,Petrol,Manual,First,15.5,1586,103.3,5,3.9
Honda,2014,49112,Petrol,Automatic,Second,15.5,1198,86.7,5,3.79
Maruti,2011,79940,Petrol,Manual,First,15.5,1586,103.3,5,2.78
Maruti,2010,63067,Petrol,Manual,Second,15.5,1586,103.3,5,2.7
Maruti,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5,2.7
Maruti,2010,69918,Petrol,Manual,First,15.5,1586,103.3,5,2.83
Maruti,2011,52000,Petrol,Manual,First,15.5,1586,103.3,5,2.6
Ford,2010,51192,Petrol,Manual,First,15.6,1196,70,5,2.65
Ford,2010,69009,Petrol,Manual,Second,15.6,1196,70,5,2.4
Ford,2011,65000,Petrol,Manual,First,15.6,1196,70,5,2.4
Ford,2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95
Ford,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,3.35
Ford,2010,59196,Petrol,Manual,Second,15.6,1196,70,5,2.25
Ford,2010,42000,Petrol,Manual,First,15.6,1196,70,5,2.4
Honda,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15
Ford,2015,21400,Petrol,Manual,First,15.6,1196,70,5,4
Honda,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75
Ford,2010,102016,Petrol,Manual,First,15.6,1196,70,5,2.25
Ford,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39
Honda,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42
Ford,2011,32000,Petrol,Manual,Second,15.6,1196,70,5,2.15
Ford,2011,51593,Petrol,Manual,Second,15.6,1196,70,5,3.47
Maruti,2008,77325,Petrol,Manual,First,15.6,1586,104.68,5,3.51
Ford,2011,51928,Petrol,Manual,First,15.6,1196,70,5,3.46
Honda,2013,39000,Petrol,Automatic,First,15.6,1497,116.3,5,4.55
Maruti,2010,87000,Petrol,Manual,First,15.6,1586,104.68,5,2.8
Ford,2013,60328,Petrol,Manual,First,15.6,1196,70,5,4.54
Honda,2015,32000,Petrol,Automatic,First,15.6,1497,116.3,5,8.5
Ford,2010,78400,Petrol,Manual,Second,15.6,1196,70,5,2.75
Ford,2010,114703,Petrol,Manual,First,15.6,1196,70,5,1.8
Ford,2013,38000,Petrol,Manual,First,15.6,1196,70,5,3.55
Ford,2012,75464,Petrol,Manual,First,15.6,1196,70,5,3.62
Ford,2018,37630,Petrol,Automatic,First,15.63,1499,110.4,5,9.1
Ford,2016,43983,Petrol,Automatic,First,15.63,1499,110.4,5,7.58
Ford,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3
Ford,2015,23000,Petrol,Automatic,First,15.63,1499,110.4,5,6.8
Audi,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5
Mahindra,2008,2200,Petrol,Manual,First,15.7,1390,75,5,2.3
Mahindra,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1.5
Audi,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5,19.9
Audi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25.71
Audi,2015,61000,Diesel,Automatic,First,15.73,1968,174.33,5,25
Audi,2015,76927,Diesel,Automatic,First,15.73,1968,174.33,5,22.75
Audi,2014,60000,Diesel,Automatic,First,15.73,1968,174.33,5,20
Audi,2013,84000,Diesel,Automatic,First,15.73,1968,174.33,5,17.75
Audi,2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,14.5
Audi,2015,110000,Diesel,Automatic,First,15.73,1968,174.33,5,19
Audi,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.25
Audi,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.75
Audi,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,29
Audi,2014,65000,Diesel,Automatic,Second,15.73,1968,174.33,5,21.5
Audi,2015,28000,Diesel,Automatic,First,15.73,1968,174.33,5,23.75
Audi,2017,42366,Diesel,Automatic,First,15.73,1968,174.33,5,31.93
Audi,2016,42000,Diesel,Automatic,First,15.73,1968,174.33,5,23.5
Audi,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22
Audi,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,23
Audi,2014,65630,Diesel,Automatic,First,15.73,1968,174.33,5,21.75
Hyundai,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6.5
Hyundai,2014,45000,Petrol,Automatic,First,15.74,1591,121.3,5,7.5
Hyundai,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5,5.5
Mercedes-Benz,2011,65000,Diesel,Manual,Second,15.8,2148,170,5,10
Mercedes-Benz,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,18
Mercedes-Benz,2014,25000,Diesel,Manual,First,15.8,2148,170,5,26
Mercedes-Benz,2014,45000,Diesel,Manual,First,15.8,2148,170,5,23
Hyundai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,8
Hyundai,2016,21000,Petrol,Manual,First,15.8,1591,121.3,5,10.9
Mercedes-Benz,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49
Hyundai,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5,11
Ford,2013,25984,Petrol,Manual,First,15.8,1499,110,5,5.35
Mercedes-Benz,2008,50135,Diesel,Manual,First,15.8,2148,170,5,10.36
Hyundai,2016,29477,Petrol,Manual,First,15.8,1591,121.3,5,10.25
Mercedes-Benz,2013,81456,Diesel,Manual,First,15.8,2148,170,5,14.25
Ford,2014,62497,Petrol,Manual,First,15.8,1499,110,5,7.52
Mercedes-Benz,2013,51000,Diesel,Manual,First,15.8,2148,170,5,18.5
Ford,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5
Mercedes-Benz,2009,116000,Diesel,Manual,Second,15.8,2148,170,5,8.5
Ford,2017,27000,Petrol,Manual,First,15.8,1499,110,5,8.3
Hyundai,2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5,11.31
Mercedes-Benz,2015,26000,Diesel,Manual,First,15.8,2148,170,5,26
Mercedes-Benz,2019,17320,Diesel,Automatic,First,15.8,2148,170,5,37.99
Ford,2013,55000,Petrol,Manual,Second,15.8,1499,110,5,5.2
Hyundai,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5,13.25
Hyundai,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5,9.7
Ford,2015,28232,Petrol,Manual,Second,15.8,1499,110,5,7.72
Hyundai,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12.13
Hyundai,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11.78
Volkswagen,2011,66000,Petrol,Manual,First,15.8,1598,105,5,2.75
Ford,2013,58000,Petrol,Manual,First,15.8,1499,110,5,7.5
Hyundai,2018,9900,Petrol,Manual,First,15.8,1591,121.3,5,13.2
Mercedes-Benz,2013,79000,Diesel,Manual,Second,15.8,2148,170,5,15.5
Ford,2014,31130,Petrol,Manual,First,15.85,1499,110.4,5,5.75
BMW,2016,25000,Diesel,Automatic,First,15.87,2993,308.43,5,60
BMW,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,85
Maruti,2007,30441,Petrol,Manual,First,15.9,1298,85,5,1.45
Maruti,2005,69496,Petrol,Manual,First,15.9,1298,null,5,1.1
Maruti,2003,55000,Petrol,Manual,Third,15.9,1298,null,5,0.7
Maruti,2004,95000,Petrol,Manual,First,15.9,1298,null,5,0.8
Maruti,2005,81000,Petrol,Manual,Second,15.9,1298,85,5,0.75
Mahindra,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7
Mahindra,2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,6
Mahindra,2016,40448,Diesel,Manual,First,15.96,2523,62.1,7,3.5
Mahindra,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7,5.5
Mahindra,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,4.3
Mahindra,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8.14
Mahindra,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,7.21
BMW,2014,19000,Diesel,Automatic,First,15.97,2993,258,7,44
BMW,2015,69000,Diesel,Automatic,First,15.97,2993,258,5,54
BMW,2014,47000,Diesel,Automatic,First,15.97,2993,258,7,41.5
BMW,2016,76000,Diesel,Automatic,First,15.97,2993,258,7,58
BMW,2016,35659,Diesel,Automatic,First,15.97,2993,258,7,43.78
BMW,2017,6500000,Diesel,Automatic,First,15.97,2993,258,5,65
BMW,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,50
